#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 07:35:42
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-06-29 10:58:37 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593428307.9329619407653808593750 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593428307.9329619407653808593750 elainesamworth.org 200 0 64 0 389 9343
2020-06-29 11:08:30 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593428910.4991779327392578125000 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593428910.4991779327392578125000 elainesamworth.org 200 0 0 346 389 343
2020-06-29 11:08:31 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 178.141.137.249 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 999
2020-06-29 11:08:31 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 178.141.137.249 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 474 484
2020-06-29 11:16:09 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 89.113.143.89 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 578
2020-06-29 11:16:09 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 89.113.143.89 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 483 578
2020-06-29 11:19:23 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 178.176.166.52 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 624
2020-06-29 11:19:24 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 178.176.166.52 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 474 531
2020-06-29 11:30:18 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 84.53.198.202 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 499
2020-06-29 11:30:19 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 84.53.198.202 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 483 468
