#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-07-05 02:34:07
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-07-05 02:34:06 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 5.141.38.168 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 4390
2020-07-05 02:34:07 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 5.141.38.168 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 483 609
2020-07-05 02:34:15 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593916446.3374938964843750000000 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593916446.3374938964843750000000 elainesamworth.org 200 0 64 0 389 9640
2020-07-05 02:36:22 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 188.0.139.190 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 578
2020-07-05 02:36:22 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 188.0.139.190 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 476 781
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-07-05 03:17:47
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-07-05 03:17:46 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 195.9.189.190 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 4343
2020-07-05 03:17:47 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 195.9.189.190 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 485 531
2020-07-05 03:17:48 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593919065.9007730484008789062500 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593919065.9007730484008789062500 elainesamworth.org 200 0 64 0 389 3093
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-07-05 04:23:36
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-07-05 04:23:36 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 195.9.189.190 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 4421
2020-07-05 04:23:36 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 195.9.189.190 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 474 531
2020-07-05 04:23:37 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593923015.5186629295349121093750 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593923015.5186629295349121093750 elainesamworth.org 200 0 64 0 389 2953
2020-07-05 04:24:29 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 178.17.177.13 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 515
2020-07-05 04:24:29 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 178.17.177.13 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 483 546
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-07-05 04:44:31
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-07-05 04:44:30 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 37.192.5.102 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 499
2020-07-05 04:44:30 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 37.192.5.102 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 481 484
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-07-05 05:28:23
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-07-05 05:28:23 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 37.215.26.193 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 4421
2020-07-05 05:28:23 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 37.215.26.193 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 487 593
2020-07-05 05:28:24 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593926902.2503399848937988281250 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593926902.2503399848937988281250 elainesamworth.org 200 0 64 0 389 2843
2020-07-05 05:41:23 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 83.146.116.52 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 515
2020-07-05 05:41:23 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 83.146.116.52 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 483 499
2020-07-05 05:44:16 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 176.110.125.135 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 531
2020-07-05 05:44:17 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 176.110.125.135 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 473 562
2020-07-05 05:57:54 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593928674.4909310340881347656250 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593928674.4909310340881347656250 elainesamworth.org 200 0 0 346 389 328
2020-07-05 05:57:55 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 95.188.147.134 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 1624
2020-07-05 05:57:56 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 95.188.147.134 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 471 1078
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-07-05 06:19:47
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-07-05 06:19:46 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 94.41.210.234 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 3328
